0.01 0.500045 0.500025 0.500005 0.499985 0.499965
0.11009 0.50336 0.501743 0.500127 0.49851 0.496894
0.21018 0.508311 0.503957 0.499603 0.495249 0.490895
0.31027 0.512854 0.505465 0.498075 0.490686 0.483296
0.41036 0.516302 0.505905 0.495509 0.485112 0.474716
0.51045 0.518408 0.505185 0.491962 0.478738 0.465515
0.610541 0.51912 0.503323 0.487527 0.47173 0.455934
0.710631 0.518475 0.500391 0.482308 0.464224 0.44614
0.810721 0.51656 0.496484 0.476408 0.456332 0.436256
0.910811 0.513485 0.491706 0.469928 0.448149 0.42637
1.0109 0.509368 0.486164 0.46296 0.439755 0.416551
1.11099 0.504331 0.47996 0.45559 0.43122 0.406849
1.21108 0.498491 0.473193 0.447896 0.422599 0.397302
1.31117 0.49196 0.465955 0.439949 0.413944 0.387938
1.41126 0.484845 0.458328 0.431811 0.405294 0.378777
1.51135 0.47724 0.450389 0.423537 0.396686 0.369834
1.61144 0.469236 0.442207 0.415177 0.388148 0.361119
1.71153 0.460912 0.433843 0.406775 0.379706 0.352638
1.81162 0.45234 0.425354 0.398367 0.371381 0.344394
1.91171 0.443585 0.416786 0.389987 0.363188 0.336389
2.0118 0.434704 0.408183 0.381663 0.355142 0.328622
2.11189 0.425747 0.399583 0.373419 0.347255 0.32109
2.21198 0.41676 0.391017 0.365275 0.339533 0.313791
2.31207 0.40778 0.382515 0.35725 0.331985 0.30672
2.41216 0.398843 0.3741 0.349357 0.324615 0.299872
2.51225 0.389976 0.365792 0.341609 0.317425 0.293242
2.61234 0.381205 0.35761 0.334014 0.310419 0.286824
2.71243 0.372551 0.349566 0.326582 0.303597 0.280613
2.81252 0.364032 0.341674 0.319317 0.296959 0.274601
2.91261 0.355662 0.333943 0.312223 0.290504 0.268784
3.0127 0.347455 0.32638 0.305305 0.284229 0.263154
3.11279 0.339418 0.31899 0.298562 0.278134 0.257706
3.21288 0.331561 0.311779 0.291998 0.272216 0.252434
3.31297 0.323889 0.304749 0.28561 0.26647 0.247331
3.41306 0.316405 0.297902 0.279398 0.260895 0.242391
3.51315 0.309114 0.291238 0.273361 0.255485 0.237609
3.61324 0.302015 0.284756 0.267497 0.250238 0.232979
3.71333 0.295111 0.278457 0.261803 0.245149 0.228495
3.81342 0.288399 0.272337 0.256276 0.240214 0.224152
3.91351 0.28188 0.266396 0.250912 0.235428 0.219945
4.0136 0.27555 0.26063 0.245709 0.230789 0.215868
4.11369 0.269408 0.255036 0.240663 0.22629 0.211918
4.21378 0.263451 0.24961 0.235769 0.221929 0.208088
