-50 1.03442e-10 -1.27127e-21 2.31407e-33 nan nan nan nan
-49.995 1.03442e-10 -1.27129e-21 2.31415e-33 nan nan nan nan
-49.99 1.03443e-10 -1.27134e-21 2.31437e-33 nan nan nan nan
-49.985 1.03445e-10 -1.27143e-21 2.31474e-33 nan nan nan nan
-49.98 1.03447e-10 -1.27155e-21 2.31525e-33 nan nan nan nan
-49.975 1.0345e-10 -1.2717e-21 2.31592e-33 nan nan nan nan
-49.97 1.03453e-10 -1.27189e-21 2.31673e-33 nan nan nan nan
-49.965 1.03458e-10 -1.27211e-21 2.31768e-33 nan nan nan nan
-49.96 1.03462e-10 -1.27236e-21 2.31879e-33 nan nan nan nan
-49.955 1.03468e-10 -1.27265e-21 2.32004e-33 nan nan nan nan
-49.95 1.03474e-10 -1.27298e-21 2.32144e-33 nan nan nan nan
-49.945 1.03481e-10 -1.27333e-21 2.32299e-33 nan nan nan nan
-49.94 1.03488e-10 -1.27372e-21 2.32469e-33 nan nan nan nan
-49.935 1.03496e-10 -1.27415e-21 2.32653e-33 nan nan nan nan
-49.93 1.03505e-10 -1.27461e-21 2.32853e-33 nan nan nan nan
-49.925 1.03515e-10 -1.2751e-21 2.33067e-33 nan nan nan nan
-49.92 1.03525e-10 -1.27563e-21 2.33296e-33 nan nan nan nan
-49.915 1.03535e-10 -1.27619e-21 2.33539e-33 nan nan nan nan
-49.91 1.03547e-10 -1.27679e-21 2.33798e-33 nan nan nan nan
-49.905 1.03559e-10 -1.27742e-21 2.34072e-33 nan nan nan nan
-49.9 1.03571e-10 -1.27808e-21 2.3436e-33 nan nan nan nan
-49.895 1.03584e-10 -1.27878e-21 2.34663e-33 nan nan nan nan
-49.89 1.03598e-10 -1.27951e-21 2.34982e-33 nan nan nan nan
-49.885 1.03613e-10 -1.28028e-21 2.35315e-33 nan nan nan nan
-49.88 1.03628e-10 -1.28108e-21 2.35663e-33 nan nan nan nan
-49.875 1.03644e-10 -1.28192e-21 2.36026e-33 nan nan nan nan
-49.87 1.0366e-10 -1.28279e-21 2.36405e-33 nan nan nan nan
-49.865 1.03678e-10 -1.28369e-21 2.36798e-33 nan nan nan nan
-49.86 1.03695e-10 -1.28463e-21 2.37206e-33 nan nan nan nan
-49.855 1.03714e-10 -1.2856e-21 2.3763e-33 nan nan nan nan
-49.85 1.03733e-10 -1.28661e-21 2.38069e-33 nan nan nan nan
-49.845 1.03753e-10 -1.28765e-21 2.38522e-33 nan nan nan nan
-49.84 1.03773e-10 -1.28873e-21 2.38991e-33 nan nan nan nan
-49.835 1.03794e-10 -1.28984e-21 2.39475e-33 nan nan nan nan
-49.83 1.03816e-10 -1.29098e-21 2.39975e-33 nan nan nan nan
-49.825 1.03838e-10 -1.29216e-21 2.4049e-33 nan nan nan nan
-49.82 1.03861e-10 -1.29338e-21 2.4102e-33 nan nan nan nan
-49.815 1.03885e-10 -1.29463e-21 2.41565e-33 nan nan nan nan
-49.81 1.03909e-10 -1.29591e-21 2.42126e-33 nan nan nan nan
-49.805 1.03934e-10 -1.29723e-21 2.42702e-33 nan nan nan nan
-49.8 1.0396e-10 -1.29858e-21 2.43293e-33 nan nan nan nan
-49.795 1.03986e-10 -1.29997e-21 2.439e-33 nan nan nan nan
-49.79 1.04013e-10 -1.30139e-21 2.44523e-33 nan nan nan nan
-49.785 1.0404e-10 -1.30285e-21 2.45161e-33 nan nan nan nan
-49.78 1.04068e-10 -1.30434e-21 2.45815e-33 nan nan nan nan
-49.775 1.04097e-10 -1.30587e-21 2.46485e-33 nan nan nan nan
-49.77 1.04127e-10 -1.30743e-21 2.4717e-33 nan nan nan nan
