-25 -1.0117e-10 4.21008e-21 -8.89748e-32 2.17061e-42
-24.9975 -1.01171e-10 4.21014e-21 -8.89773e-32 2.17061e-42
-24.995 -1.01171e-10 4.21029e-21 -8.89848e-32 2.17061e-42
-24.9925 -1.01173e-10 4.21056e-21 -8.89974e-32 2.17061e-42
-24.99 -1.01175e-10 4.21093e-21 -8.90149e-32 2.17061e-42
-24.9875 -1.01178e-10 4.2114e-21 -8.90374e-32 2.17061e-42
-24.985 -1.01182e-10 4.21198e-21 -8.9065e-32 2.17061e-42
-24.9825 -1.01186e-10 4.21266e-21 -8.90975e-32 2.17061e-42
-24.98 -1.0119e-10 4.21345e-21 -8.91351e-32 2.17061e-42
-24.9775 -1.01196e-10 4.21435e-21 -8.91777e-32 2.17061e-42
-24.975 -1.01202e-10 4.21535e-21 -8.92253e-32 2.17061e-42
-24.9725 -1.01208e-10 4.21646e-21 -8.92779e-32 2.17061e-42
-24.97 -1.01216e-10 4.21767e-21 -8.93356e-32 2.17061e-42
-24.9675 -1.01224e-10 4.21898e-21 -8.93982e-32 2.17061e-42
-24.965 -1.01232e-10 4.22041e-21 -8.94659e-32 2.17061e-42
-24.9625 -1.01241e-10 4.22194e-21 -8.95387e-32 2.17061e-42
-24.96 -1.01251e-10 4.22357e-21 -8.96165e-32 2.17061e-42
-24.9575 -1.01262e-10 4.22531e-21 -8.96993e-32 2.17061e-42
-24.955 -1.01273e-10 4.22715e-21 -8.97872e-32 2.17061e-42
-24.9525 -1.01284e-10 4.2291e-21 -8.98801e-32 2.17061e-42
-24.95 -1.01297e-10 4.23116e-21 -8.99781e-32 2.17061e-42
-24.9475 -1.0131e-10 4.23332e-21 -9.00811e-32 2.17061e-42
-24.945 -1.01323e-10 4.23559e-21 -9.01892e-32 2.17061e-42
-24.9425 -1.01338e-10 4.23796e-21 -9.03024e-32 2.17061e-42
-24.94 -1.01352e-10 4.24044e-21 -9.04207e-32 2.17061e-42
-24.9375 -1.01368e-10 4.24303e-21 -9.0544e-32 2.17061e-42
-24.935 -1.01384e-10 4.24572e-21 -9.06725e-32 2.17061e-42
-24.9325 -1.01401e-10 4.24852e-21 -9.08061e-32 2.17061e-42
-24.93 -1.01418e-10 4.25143e-21 -9.09447e-32 2.17061e-42
-24.9275 -1.01436e-10 4.25444e-21 -9.10885e-32 2.17061e-42
-24.925 -1.01455e-10 4.25755e-21 -9.12374e-32 2.17061e-42
-24.9225 -1.01474e-10 4.26078e-21 -9.13915e-32 2.17061e-42
-24.92 -1.01494e-10 4.26411e-21 -9.15507e-32 2.17061e-42
-24.9175 -1.01515e-10 4.26755e-21 -9.1715e-32 2.17061e-42
-24.915 -1.01536e-10 4.27109e-21 -9.18845e-32 2.17061e-42
