0 0 0 -1e-06
0.001 9.99e-07 0.001997 0.001996
0.002 3.99201e-06 0.00398802 0.00398702
0.003 8.97304e-06 0.00597305 0.00597206
0.004 1.59361e-05 0.00795213 0.00795114
0.005 2.48753e-05 0.00992525 0.00992426
0.006 3.57846e-05 0.0118924 0.0118914
0.007 4.86582e-05 0.0138537 0.0138527
0.008 6.349e-05 0.015809 0.015808
0.009 8.02743e-05 0.0177585 0.0177575
0.01 9.9005e-05 0.019702 0.019701
0.011 0.000119676 0.0216396 0.0216387
0.012 0.000142282 0.0235714 0.0235705
0.013 0.000166817 0.0254974 0.0254964
0.014 0.000193275 0.0274175 0.0274165
0.015 0.00022165 0.0293317 0.0293307
0.016 0.000251937 0.0312401 0.0312392
0.017 0.000284129 0.0331428 0.0331418
0.018 0.00031822 0.0350396 0.0350386
0.019 0.000354206 0.0369306 0.0369296
0.02 0.000392079 0.0388159 0.0388149
0.021 0.000431836 0.0406954 0.0406944
0.022 0.000473468 0.0425691 0.0425681
0.023 0.000516972 0.0444371 0.0444361
0.024 0.000562341 0.0462994 0.0462984
0.025 0.000609569 0.0481559 0.048155
0.026 0.000658651 0.0500068 0.0500058
0.027 0.00070958 0.0518519 0.051851
0.028 0.000762352 0.0536914 0.0536905
0.029 0.000816961 0.0555252 0.0555243
0.03 0.000873401 0.0573533 0.0573524
0.031 0.000931666 0.0591758 0.0591749
0.032 0.000991751 0.0609927 0.0609917
0.033 0.00105365 0.0628039 0.062803
0.034 0.00111736 0.0646095 0.0646086
0.035 0.00118287 0.0664095 0.0664086
0.036 0.00125017 0.0682039 0.068203
0.037 0.00131927 0.0699928 0.0699918
0.038 0.00139016 0.071776 0.0717751
0.039 0.00146282 0.0735537 0.0735528
0.04 0.00153726 0.0753259 0.075325
0.041 0.00161347 0.0770925 0.0770916
0.042 0.00169145 0.0788536 0.0788527
0.043 0.00177118 0.0806092 0.0806083
0.044 0.00185266 0.0823593 0.0823584
0.045 0.00193589 0.0841039 0.084103
0.046 0.00202087 0.085843 0.0858421
0.047 0.00210758 0.0875766 0.0875757
0.048 0.00219602 0.0893048 0.0893039
0.049 0.00228619 0.0910276 0.0910267
0.05 0.00237807 0.0927449 0.092744
0.051 0.00247167 0.0944567 0.0944558
0.052 0.00256699 0.0961632 0.0961623
0.053 0.002664 0.0978643 0.0978634
0.054 0.00276271 0.09956 0.0995591
0.055 0.00286312 0.10125 0.101249
0.056 0.00296521 0.102935 0.102934
0.057 0.00306899 0.104615 0.104614
0.058 0.00317444 0.106289 0.106288
0.059 0.00328156 0.107958 0.107957
0.06 0.00339035 0.109621 0.109621
0.061 0.0035008 0.11128 0.111279
0.062 0.00361291 0.112933 0.112932
0.063 0.00372667 0.11458 0.114579
0.064 0.00384207 0.116223 0.116222
0.065 0.00395911 0.11786 0.117859
0.066 0.00407779 0.119491 0.119491
0.067 0.00419809 0.121118 0.121117
0.068 0.00432002 0.122739 0.122739
0.069 0.00444357 0.124356 0.124355
0.07 0.00456873 0.125966 0.125966
0.071 0.0046955 0.127572 0.127571
0.072 0.00482387 0.129173 0.129172
0.073 0.00495384 0.130768 0.130767
