0 1 1
0.1 1.105 1.10517
0.2 1.22103 1.2214
0.3 1.34923 1.34986
0.4 1.4909 1.49182
0.5 1.64745 1.64872
0.6 1.82043 1.82212
0.7 2.01157 2.01375
0.8 2.22279 2.22554
0.9 2.45618 2.4596
1 2.71408 2.71828
1.1 2.99906 3.00417
1.2 3.31396 3.32012
1.3 3.66193 3.6693
1.4 4.04643 4.0552
1.5 4.4713 4.48169
1.6 4.94079 4.95303
1.7 5.45957 5.47395
1.8 6.03283 6.04965
1.9 6.66628 6.68589
2 7.36623 7.38906
2.1 8.13969 8.16617
2.2 8.99436 9.02501
2.3 9.93876 9.97418
2.4 10.9823 11.0232
2.5 12.1355 12.1825
2.6 13.4097 13.4637
2.7 14.8177 14.8797
2.8 16.3736 16.4446
2.9 18.0928 18.1741
3 19.9926 20.0855
3.1 22.0918 22.198
3.2 24.4114 24.5325
3.3 26.9746 27.1126
3.4 29.8069 29.9641
3.5 32.9367 33.1155
3.6 36.395 36.5982
3.7 40.2165 40.4473
3.8 44.4392 44.7012
3.9 49.1054 49.4024
4 54.2614 54.5982
4.1 59.9589 60.3403
4.2 66.2545 66.6863
4.3 73.2113 73.6998
4.4 80.8985 81.4509
4.5 89.3928 90.0171
4.6 98.779 99.4843
4.7 109.151 109.947
4.8 120.612 121.51
4.9 133.276 134.29
5 147.27 148.413
5.1 162.733 164.022
5.2 179.82 181.272
5.3 198.701 200.337
5.4 219.565 221.406
5.5 242.619 244.692
5.6 268.094 270.426
5.7 296.244 298.867
5.8 327.35 330.3
5.9 361.722 365.037
6 399.702 403.429
6.1 441.671 445.858
6.2 488.047 492.749
6.3 539.291 544.572
6.4 595.917 601.845
6.5 658.488 665.142
6.6 727.63 735.095
6.7 804.031 812.406
6.8 888.454 897.847
6.9 981.742 992.275
7 1084.82 1096.63
7.1 1198.73 1211.97
7.2 1324.6 1339.43
7.3 1463.68 1480.3
7.4 1617.37 1635.98
7.5 1787.19 1808.04
7.6 1974.85 1998.2
7.7 2182.2 2208.35
7.8 2411.34 2440.6
7.9 2664.53 2697.28
8 2944.3 2980.96
8.1 3253.45 3294.47
8.2 3595.07 3640.95
8.3 3972.55 4023.87
8.4 4389.66 4447.07
8.5 4850.58 4914.77
8.6 5359.89 5431.66
8.7 5922.68 6002.91
8.8 6544.56 6634.24
8.9 7231.74 7331.97
9 7991.07 8103.08
9.1 8830.13 8955.29
9.2 9757.3 9897.13
9.3 10781.8 10938
9.4 11913.9 12088.4
9.5 13164.9 13359.7
9.6 14547.2 14764.8
9.7 16074.6 16317.6
9.8 17762.5 18033.7
9.9 19627.5 19930.4
10 21688.4 22026.5
